city,area,subarea,RedX Area,RedX Area ID,
Dhaka,Mirpur,Royal City,Mirpur(Dhaka),315,
Dhaka,Mirpur,Rupanagar Tinshade Jheelpar,Mirpur(Dhaka),315,
Dhaka,Mirpur,Rupnagar,Mirpur(Dhaka),315,
Dhaka,Mirpur,Rupnagar Industrial Area,Mirpur(Dhaka),315,
Dhaka,Mirpur,Sagufta Housing Society,Mirpur(Dhaka),315,
Dhaka,Mirpur,Section 1,Mirpur 1,1168,
Dhaka,Mirpur,Section 10,Mirpur(Dhaka),315,
Dhaka,Mirpur,Section 11,Mirpur(Dhaka),315,
Dhaka,Mirpur,Section 12,Mirpur(Dhaka),315,
Dhaka,Mirpur,Section 13,Mirpur 13 /14 / 15,1136,
Dhaka,Mirpur,Section 14,Mirpur 13 /14 / 15,1136,
Dhaka,Mirpur,Section 15,Mirpur 13 /14 / 15,1136,
Dhaka,Mirpur,Section 2,Mirpur(Dhaka),315,
Dhaka,Mirpur,Section 3,Mirpur(Dhaka),315,
Dhaka,Mirpur,Section 6,Mirpur(Dhaka),315,
Dhaka,Mirpur,Section 7,Mirpur(Dhaka),315,
Dhaka,Mirpur,Section 8,Mirpur(Dhaka),315,
Dhaka,Mirpur,Senpara,Mirpur 10,1331,
Dhaka,Mirpur,Senpara Parbata,Mirpur 10,1331,
Dhaka,Mirpur,Shagufta,Mirpur 10,1331,
Dhaka,Mirpur,Shah Ali Bagh,Mirpur 1,1168,
Dhaka,Mirpur,Shahid Buddijibi Area,Mirpur(Dhaka),315,
Dhaka,Mirpur,Shewrapara,Shewrapara,276,
Dhaka,Mirpur,South Paikpara,Paikpara,1171,
Dhaka,Mirpur,South Pallabi,Mirpur(Dhaka),315,
Dhaka,Mirpur,Tolarbagh,Mirpur(Dhaka),315,
Dhaka,Mirpur,West Shewrapara,Shewrapara,276,
Dhaka,Mitford,Bongshi Bazar,Mitford,354,
Dhaka,Moghbazar,,Moghbazar,158,
Dhaka,Moghbazar,TNT Colony,Moghbazar,158,
Dhaka,Moghbazar,Boro Moghbazar,Moghbazar,158,
Dhaka,Moghbazar,Mirbagh,Moghbazar,158,
Dhaka,Moghbazar,Mirertek,Moghbazar,158,
Dhaka,Moghbazar,Modhubagh,Modhubagh,1327,
Dhaka,Moghbazar,Noyatola,Moghbazar,158,
Dhaka,Moghbazar,Pearabagh,Moghbazar,158,
Dhaka,Moghbazar,Shantinagar,Shantinagar,151,
Dhaka,Moghbazar,Sonalibagh,Moghbazar,158,
Dhaka,Moghbazar,TNT Colony,Moghbazar,158,
Dhaka,Moghbazar,West Moghbazar,Moghbazar,158,
Dhaka,Moghbazar,Wireless,Moghbazar,158,
Dhaka,Moghbazar,Wireless Railgate,Moghbazar,158,
Dhaka,Mohakhali,,Mohakhali,87,
Dhaka,Mohakhali,Amtoli,Mohakhali,87,
Dhaka,Mohakhali,Arjotpara,Mohakhali,87,
Dhaka,Mohakhali,Dakkhinpara,Mohakhali,87,
Dhaka,Mohakhali,Korail,Korail,1229,
Dhaka,Mohakhali,Mohakhali Bazar,Mohakhali,87,
Dhaka,Mohakhali,Mohakhali Commercial Area,Mohakhali,87,
Dhaka,Mohakhali,Mohakhali DOHS,Mohakhali DOHS,88,
Dhaka,Mohakhali,Mohakhali Wireless,Mohakhali,87,
Dhaka,Mohakhali,Mohakhali Wireless Gate,Mohakhali,87,
Dhaka,Mohakhali,Muktijoddha Chaoni,Mohakhali,87,
Dhaka,Mohakhali,Muktijoddha Chaoni C&B Taltola,Mohakhali,87,
Dhaka,Mohakhali,Muktijoddha Chaoni Dakkhin Para,Mohakhali,87,
Dhaka,Mohakhali,Muktijoddha Colony,Mohakhali,87,
Dhaka,Mohakhali,Rasulbagh,Mohakhali,87,
Dhaka,Mohakhali,South Mohakhali,Mohakhali,87,
Dhaka,Mohakhali,TB Gate,Mohakhali,87,
Dhaka,Mohakhali,Wireless,Wireless,1243,
Dhaka,Mohakhali,Wireless Gate,Wireless,1243,
Dhaka,Mohammadpur,,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,"Metro Housing Limited, Basila",Bosila,309,
Dhaka,Mohammadpur,Abdul Rafique Housing,Bosila,309,
Dhaka,Mohammadpur,Adabor,Adabor,7,
Dhaka,Mohammadpur,Ajij Mahalla,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Akkas Nagar,Adabor,7,
Dhaka,Mohammadpur,Akota Housing,Adabor,7,
Dhaka,Mohammadpur,Aram Model Town,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Baitul Aman Housing,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Bashbari,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Basila,Bosila,309,
Dhaka,Mohammadpur,"Basila City Developers, Basila",Bosila,309,
Dhaka,Mohammadpur,"Basila, Metro Housing",Bosila,309,
Dhaka,Mohammadpur,Bizly Mahalla,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Block A,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Block B,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Block C,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Block D,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Block E,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Block F,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Block G,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Chad Uddyan,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Chand Housing,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Chand Mia Housing,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Chandrima Model Town,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,College Gate,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Dhaka Uddyan,Dhaka Uddyan,418,
Dhaka,Mohammadpur,Future Housing,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Future Model Town,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Geneva Camp,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Green View Housing,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Housing Society,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Jafrabad,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Jannatbagh,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Johuri Mahalla,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Joint Quarter Moar,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Katashur,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Krishi Market,Shekhertek,426,
Dhaka,Mohammadpur,Masjid Market,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Mina Bazar,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Mofizbagh Housing,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Mohammadia Housing Limited,Mohammadia Housing,1142,
Dhaka,Mohammadpur,Mohammadia Housing Society,Mohammadia Housing,1142,
Dhaka,Mohammadpur,Mohammadia Residential Area,Mohammadia Housing,1142,
Dhaka,Mohammadpur,Nabinagar,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Nabinagar Housing,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Nobodoy Housing,Mohammadia Housing,1142,
Dhaka,Mohammadpur,Nobodoy Housing Society,Mohammadia Housing,1142,
Dhaka,Mohammadpur,Nobodoy Residential Area,Mohammadia Housing,1142,
Dhaka,Mohammadpur,Pisciculture Housing,Mohammadia Housing,1142,
Dhaka,Mohammadpur,Rajdhani Housing,Mohammadia Housing,1142,
Dhaka,Mohammadpur,Rajdhani Uddyan Housing,Mohammadia Housing,1142,
Dhaka,Mohammadpur,Rayer Bazar,Rayer Bazar,109,
Dhaka,Mohammadpur,Saat Masjid Housing,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Sekhertek,Shekhertek,426,
Dhaka,Mohammadpur,Shaymoli Housing Limited,Shyamoli,6,
Dhaka,Mohammadpur,Shaymoli Pisciculture Housing,Shyamoli,6,
Dhaka,Mohammadpur,Shekhertek,Shekhertek,426,
Dhaka,Mohammadpur,Shunibir Housing Society,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Shyamoli,Shyamoli,6,
Dhaka,Mohammadpur,Shyamoli Housing,Shyamoli,6,
Dhaka,Mohammadpur,Swapno Dhara Housing,Bosila,309,
Dhaka,Mohammadpur,Swapno Neer Housing,Bosila,309,
Dhaka,Mohammadpur,Swapnodhara Housing,Bosila,309,
Dhaka,Mohammadpur,Switch Gate,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Tikkapara,Shekhertek,426,
Dhaka,Mohammadpur,Tin Raster Moar,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Town Hall,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Townhall,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,Turag Housing,Mohammadpur(Dhaka),1,
Dhaka,Mohammadpur,"Weat Dhanmondi Residential Area, Basila",Bosila,309,
Dhaka,Mohammadpur,"West Dhanmondi Residential Area, Basila",Bosila,309,
Dhaka,Mohammadpur,West Katashur,Mohammadpur(Dhaka),1,
Dhaka,Motijheel,,Motijheel,126,
Dhaka,Motijheel,AGB Colony,Motijheel,126,
Dhaka,Motijheel,Arambagh,Arambag,334,
Dhaka,Motijheel,Bangabandhu National Stadium Market,Motijheel,126,
Dhaka,Motijheel,Bangladesh Bank Colony,Motijheel,126,
Dhaka,Motijheel,Bank Colony,Motijheel,126,
Dhaka,Motijheel,Dilkusha Commercial Area,Motijheel,126,
Dhaka,Motijheel,Fakirapul,Fakirapul,139,
Dhaka,Motijheel,Mawlana Bhashani Stadium Market,Motijheel,126,
Dhaka,Motijheel,Motijheel Commercial Area,Motijheel,126,
Dhaka,Motijheel,Motijheel Government Colony,Motijheel,126,
Dhaka,Motijheel,Pirjangi Mazar,Motijheel,126,
Dhaka,Motijheel,TNT Colony,Motijheel,126,
Dhaka,Motijheel,Zero Point,Motijheel,126,
Dhaka,Mouchak,,Mouchak,159,
Dhaka,Mugda,,Mughdapara,177,
Dhaka,Mugda,Bank Colony,Mughdapara,177,
Dhaka,Mugda,North Mugda,Mughdapara,177,
Dhaka,Mugda,Sabujkanan,Mughdapara,177,
Dhaka,Mugda,South Manda,Mughdapara,177,
Dhaka,Mugda,South Mugda,Mughdapara,177,
Dhaka,Nadda,,Nadda,74,
Dhaka,Nadda,Kalachandpur,Kalachandpur,1219,
Dhaka,Nadda,Vatara,Vatara,73,
Dhaka,Nandipara,,Nandipara,396,
Dhaka,Nandipara,Boro Bottola,Nandipara,396,
Dhaka,Nandipara,Choto Bottola,Nandipara,396,
Dhaka,Nandipara,Dokhingaon,Nandipara,396,
Dhaka,Nandipara,Golar Bari,Nandipara,396,
Dhaka,Nandipara,Golarbari,Nandipara,396,
Dhaka,Nandipara,Nandipara Bazar,Nandipara,396,
Dhaka,Nandipara,South Nandipara,Nandipara,396,
Dhaka,Nandipara,West Nandipara,Nandipara,396,
Dhaka,Nawab Katra,,Chankarpul,131,
Dhaka,Nawab Katra,Nimtoli,Chankarpul,131,
Dhaka,Nawabganj,,Nawabgonj Puran Dhaka,113,
Dhaka,Naya Bazar,Zindabahar,Naya Bazar,119,
Dhaka,Nayanagar,Block J,Matuail,413,
Dhaka,New Eskaton,,Eskaton,157,
Dhaka,New Eskaton,Bangla Motor,Banglamotor,182,
Dhaka,New Eskaton,Gaus Nagar,Eskaton,157,
Dhaka,New Market,,New Market,114,
Dhaka,New Market,Bata Signal,Elephant Road,185,
Dhaka,New Market,Elephant,Elephant Road,185,
Dhaka,New Market,Nilkhet,Nilkhet,116,
Dhaka,New Market,Science Laboratory,Science Lab,326,
Dhaka,Nikunja,,Nikunja,67,
Dhaka,Nikunja,Nikunja 1,Nikunja,67,
Dhaka,Nikunja,Nikunja 2,Nikunja,67,
Dhaka,Nilkhet,,Nilkhet,116,
Dhaka,Nilkhet,Babupura,Nilkhet,116,
Dhaka,Nilkhet,Katabon,Katabon,163,
Dhaka,Nowab Katra,Nimtoli,Chankarpul,131,
Dhaka,Paltan,,Purana Paltan,288,
Dhaka,Paltan,Bijoynagar,Bijoynagar,142,
Dhaka,Paltan,Naya Paltan,Naya Paltan,141,
Dhaka,Paltan,Purana Paltan,Purana Paltan,288,
Dhaka,Panthapath,,Panthopath,102,
Dhaka,Panthapath,Rasel Square,Panthopath,102,
Dhaka,Paribagh,,Paribag,183,
Dhaka,Pirerbagh,,Paribag,183,
Dhaka,Polashi,Dhaka University,Dhaka University,145,
Dhaka,Purbachal,,Uttara,46,
Dhaka,Rajarbagh,,Rajarbag,267,
Dhaka,Rajarbagh,Chamelibagh,Chamelibag,1251,
Dhaka,Rajarbagh,Momenbagh,Rajarbag,267,
Dhaka,Rajarbagh,Shantibagh,Shantibag,152,
Dhaka,Ramna,,Ramna,150,
Dhaka,Ramna,Nawratan Colony,Ramna,150,
Dhaka,Rampura,,Rampura,161,
Dhaka,Rampura,East Rampura,Rampura,161,
Dhaka,Rampura,Hazipara,Rampura,161,
Dhaka,Rampura,Modinabagh,Rampura,161,
Dhaka,Rampura,Mohanagar Project,Rampura,161,
Dhaka,Rampura,Rampura,Rampura,161,
Dhaka,Rampura,Shobujhbagh,Sabujbag,189,
Dhaka,Rampura,Weat Rampura,Rampura TV center,1328,
Dhaka,Rampura,West Rampura,Rampura TV center,1328,
Dhaka,Ray Shaheb Bazar,,Bongshal,316,
Dhaka,Rayer Bazar,,Rayer Bazar,109,
Dhaka,Rayer Bazar,,Rayer Bazar,109,
Dhaka,Rayer Bazar,Baroikhali,Rayer Bazar,109,
Dhaka,Rayer Bazar,Bottola,Rayer Bazar,109,
Dhaka,Rayer Bazar,Chorokghata,Rayer Bazar,109,
Dhaka,Rayer Bazar,East Rayer Bazar,Rayer Bazar,109,
Dhaka,Rayer Bazar,Eidgah,Rayer Bazar,109,
Dhaka,Rayer Bazar,Jafrabad,Rayer Bazar,109,
Dhaka,Rayer Bazar,Modhubazar,Rayer Bazar,109,
Dhaka,Rayer Bazar,Nimtola,Rayer Bazar,109,
Dhaka,Rayer Bazar,Premtola,Rayer Bazar,109,
Dhaka,Rayer Bazar,Rayer Bazar Model Town,Rayer Bazar,109,
Dhaka,Rayer Bazar,Sultanganj,Rayer Bazar,109,
Dhaka,Rayer Bazar,"Sultanganj, Baroikhali",Rayer Bazar,109,
Dhaka,Rayer Bazar,West Dhanmondi,West Dhanmondi,107,
Dhaka,Rayerbagh,Janatabagh,Rayer Bazar,109,
Dhaka,Sabujbagh,,Sabujbag,189,
Dhaka,Sabujbagh,Bashabo,Bashabo,165,
Dhaka,Sabujbagh,Dakkhingaon,Sabujbag,189,
Dhaka,Sabujbagh,East Rajarbagh,Sabujbag,189,
Dhaka,Sabujbagh,Madartek,Madartek,169,
Dhaka,Sabujbagh,Nandipara,Nandipara,396,
Dhaka,Sabujbagh,Rajarbagh,Rajarbag,267,
Dhaka,Sadarghat,,Sadarghat (Dhaka),406,
Dhaka,Sayedabad,,Sayedabad,405,
Dhaka,Sayedabad,Brammon Chiron,Sayedabad,405,
Dhaka,Sayedabad,Jonopoth Moar,Sayedabad,405,
Dhaka,Sayedabad,Koratitola,Sayedabad,405,
Dhaka,Sayedabad,Saidabad Bus Stand,Sayedabad,405,
Dhaka,Sayedabad,South Sayedabad,Sayedabad,405,
Dhaka,Shahbagh,,Shahbag,162,
Dhaka,Shahbagh,,Shahbag,162,
Dhaka,Shahbagh,Katabon,Katabon,163,
Dhaka,Shahbagh,Paribagh,Paribag,183,
Dhaka,Shahidbagh,,Shahjahanpur (Dhaka),1132,
Dhaka,Shahidbagh,North Shahidbagh,Shahjahanpur (Dhaka),1132,
Dhaka,Shahjadpur,,Shahjahanpur (Dhaka),1132,
Dhaka,Shahjadpur,East Shahjadpur,Shahjadpur,79,
Dhaka,Shahjadpur,Shahjadpur,Shahjadpur,79,
Dhaka,Shahjahanpur,,Shahjahanpur (Dhaka),1132,
Dhaka,Shahjahanpur,Benjir Baganbari Residential Area,Shahjahanpur (Dhaka),1132,
Dhaka,Shahjahanpur,Gulbagh,Shahjahanpur (Dhaka),1132,
Dhaka,Shahjahanpur,North Shahjahanpur,Shahjahanpur (Dhaka),1132,
Dhaka,Shahjahanpur,Railway Government Colony,Shahjahanpur (Dhaka),1132,
Dhaka,Shahjahanpur,Railway Staff Colony,Shahjahanpur (Dhaka),1132,
Dhaka,Shahjahanpur,Shahidbagh,Shahjahanpur (Dhaka),1132,
Dhaka,Shahjahanpur,Shahjahanpur Railway Colony,Shahjahanpur (Dhaka),1132,
Dhaka,Shahjahanpur,South Shahjahanpur,Shahjahanpur (Dhaka),1132,
Dhaka,Shahjahapur,North Shahjahanpur,Shahjahanpur (Dhaka),1132,
Dhaka,Shamibagh,,Golapbag (Dhaka),178,
Dhaka,Shamibagh,Koratitola,Golapbag (Dhaka),178,
Dhaka,Shanir Akhra,Kadamtali,Shonir Akhra,313,
Dhaka,Shantibagh,,Shantibag,152,
Dhaka,Shantibagh,Gulbagh,Shantibag,152,
Dhaka,Shantibagh,West Shantibagh,Shantibag,152,
Dhaka,Shantinagar,,Shantinagar,151,
Dhaka,Shantinagar,Aminbagh,Shantinagar,151,
Dhaka,Shantinagar,Chamelibagh,Chamelibag,1251,
Dhaka,Shantinagar,Shantinagar Bazar,Shantinagar,151,
Dhaka,Shegunbagicha,,Shegunbagicha,266,
Dhaka,Sher E Bangla Nagar,,Sher-E-Bangla Nagar,19,
Dhaka,Shyamoli,,Shyamoli,6,
Dhaka,Shyamoli,Block B,Shyamoli,6,
Dhaka,Shyamoli,Block KA,Shyamoli,6,
Dhaka,Shyamoli,Block KHA,Shyamoli,6,
Dhaka,Shyamoli,Khalpar,Shyamoli,6,
Dhaka,Shyamoli,North Shyamoli,Shyamoli,6,
Dhaka,Shyamoli,Pisciculture Housing Society,Shyamoli,6,
Dhaka,Shyamoli,Shaymoli Bus Stand,Shyamoli,6,
Dhaka,Shyampur,,Shyampur,292,
Dhaka,Shyampur,Alambagh,Shyampur,292,
Dhaka,Shyampur,Ali Bahar,Shyampur,292,
Dhaka,Shyampur,Boroitola,Shyampur,292,
Dhaka,Shyampur,East Jurain,Jurain,408,
Dhaka,Shyampur,East Shyampur,Shyampur,292,
Dhaka,Shyampur,Eastern Housing,Shyampur,292,
Dhaka,Shyampur,Faridabad,Faridabad (Jatrabari),412,
Dhaka,Shyampur,Jurain Railgate,Jurain,408,
Dhaka,Shyampur,Mir Hazirbagh,Mirhazirbagh,1246,
Dhaka,Shyampur,Muradpur,Shyampur,292,
Dhaka,Shyampur,New Jurain,Jurain,408,
Dhaka,Shyampur,North Jurain,Jurain,408,
Dhaka,Shyampur,North Jurain(Idris Ali Nagar),Jurain,408,
Dhaka,Shyampur,Postogola,Postogola,415,
Dhaka,Shyampur,Railgate,Shyampur,292,
Dhaka,Shyampur,Rajbari,Shyampur,292,
Dhaka,Shyampur,Shafiqnagar,Shyampur,292,
Dhaka,Shyampur,Shyampur Commercial Area,Shyampur,292,
Dhaka,Shyampur,South Donia,Donia,414,
Dhaka,Shyampur,West Dholairpar,Dholaipar,296,
Dhaka,Shyampur,West Jurain,Jurain,408,
Dhaka,Siddheshwari,,Siddweswari,319,
Dhaka,Siddheshwari,Mouchak,Mouchak,159,
Dhaka,Siddhirganj,Sanarpar,Siddhirganj,1123,
Dhaka,Siddik Bazar,,Siddique Bazar,124,
Dhaka,South Keraniganj,Chowdhury Para,Keranigonj,305,
Dhaka,Sutrapur,,Sutrapur,284,
Dhaka,Sutrapur,Bangla Bazar,Bangla Bazar,357,
Dhaka,Sutrapur,Bania Nagar,Sutrapur,284,
Dhaka,Sutrapur,Dalpottir Moar,Sutrapur,284,
Dhaka,Sutrapur,Dholaikhal,Dholaikhal,1252,
Dhaka,Sutrapur,Ekrampur,Sutrapur,284,
Dhaka,Sutrapur,Farashganj,Farashgong,1254,
Dhaka,Sutrapur,Forsahganj,Farashgong,1254,
Dhaka,Sutrapur,Kagojitola,Sutrapur,284,
Dhaka,Sutrapur,Kolta Bazar,Sutrapur,284,
Dhaka,Sutrapur,Kulutola,Sutrapur,284,
Dhaka,Sutrapur,Lokkhi Bazar,Sutrapur,284,
Dhaka,Sutrapur,Malakar Tola,Sutrapur,284,
Dhaka,Sutrapur,Narinda,Sutrapur,284,
Dhaka,Sutrapur,Ray Shaheb Bazar Moar,Sutrapur,284,
Dhaka,Sutrapur,Rokon Pur,Sutrapur,284,
Dhaka,Sutrapur,Sadarghat,Sadarghat (Dhaka),406,
Dhaka,Sutrapur,Shintola,Sutrapur,284,
Dhaka,Sutrapur,Shyambazar,Sutrapur,284,
Dhaka,Sutrapur,Victoria Park,Sutrapur,284,
Dhaka,Tejgaon,,Tejgaon,98,
Dhaka,Tejgaon,,Tejgaon,98,
Dhaka,Tejgaon,Arjatpara,Mohakhali,87,
Dhaka,Tejgaon,Babli,Tejgaon,98,
Dhaka,Tejgaon,Begunbari,Tejgaon,98,
Dhaka,Tejgaon,Farmgate,Tejgaon,98,
Dhaka,Tejgaon,Jahanara Garden,Tejgaon,98,
Dhaka,Tejgaon,Kawran Bazaar,Kawran Bazar,149,
Dhaka,Tejgaon,Kawran Bazar,Kawran Bazar,149,
Dhaka,Tejgaon,Kunipara,Kunipara,1185,
Dhaka,Tejgaon,Monipuripara,Monipuripara,306,
Dhaka,Tejgaon,Nabisco,Tejgaon,98,
Dhaka,Tejgaon,Nakhalpara,Nakhalpara,323,
Dhaka,Tejgaon,Rajabazar,Tejgaon,98,
Dhaka,Tejgaon,Shahinbag,Tejgaon,98,
Dhaka,Tejgaon,Shanti Niketon Residential Area,Tejgaon,98,
Dhaka,Tejgaon,Tejgaon Industrial Area,Tejgaon,98,
Dhaka,Tejgaon,Tejkunipara,Tejkunipara,99,
Dhaka,Tejgaon,Tejturi Bazar,Tejgaon,98,
Dhaka,Tejgaon,TNT East Gate,Tejgaon,98,
Dhaka,Tikatuli,,Tikatuly,125,
Dhaka,Tikatuli,Eastern Housing,Tikatuly,125,
Dhaka,Tikatuli,Hatkhola,Gopibag,403,
Dhaka,Tikatuli,Shamibagh,Golapbag (Dhaka),178,
Dhaka,Turag,,Turag,1164,
Dhaka,Turag,Ahalia,Ahalia-Uttara,1318,
Dhaka,Turag,Bamnartak,Bamnartek,1163,
Dhaka,Turag,Block B,Turag,1164,
Dhaka,Turag,Block C,Turag,1164,
Dhaka,Turag,Block E,Turag,1164,
Dhaka,Turag,Dhour,Dhour,1161,
Dhaka,Turag,Dolipara,Turag,1164,
Dhaka,Turag,Fulbaria,Fulbaria Gazipur,1480,
Dhaka,Turag,Jatrabari,Jatrabari,179,
Dhaka,Turag,Kamarpara,Kamarpara,352,
Dhaka,Turag,Rajbari,Turag,1164,
Dhaka,Turag,Ranavola,Ranavola,1295,
Dhaka,Turag,Section 2,Turag,1164,
Dhaka,Turag,Section 3,Turag,1164,
Dhaka,Turag,Section 4,Turag,1164,
Dhaka,Turag,Section 6,Turag,1164,
Dhaka,Uttara,,Uttara,46,
Dhaka,Uttara,Abdullahpur,Abdullahpur (Uttara),1304,
dhaka,Uttara,Azampur,Azampur (Uttara),98,
Dhaka,Uttara,Dolipara,Uttara,46,
Dhaka,Uttara,Ranavola,Ranavola,1295,
Dhaka,Uttara,Sector 1,Uttara,46,
Dhaka,Uttara,Sector 16,Uttara,46,
Dhaka,Uttara,Sector 17,Uttara,46,
Dhaka,Uttara,Sector 10,Uttara,46,
Dhaka,Uttara,Sector 11,Uttara,46,
Dhaka,Uttara,Sector 12,Uttara,46,
Dhaka,Uttara,Sector 13,Uttara,46,
Dhaka,Uttara,Sector 14,Uttara,46,
Dhaka,Uttara,Sector 15,Uttara,46,
Dhaka,Uttara,Sector 18,Uttara,46,
Dhaka,Uttara,Sector 3,Uttara,46,
Dhaka,Uttara,Sector 4,Uttara,46,
Dhaka,Uttara,Sector 5,Uttara,46,
Dhaka,Uttara,Sector 6,Uttara,46,
Dhaka,Uttara,Sector 7,Uttara,46,
Dhaka,Uttara,Sector 8,Uttara,46,
Dhaka,Uttara,Sector 9,Uttara,46,
Dhaka,Uttara,Shyamoli Housing,Uttara,46,
Dhaka,Uttarkhan,,Uttarkhan,47,
Dhaka,Uttarkhan,Adarshapara,Uttarkhan,47,
Dhaka,Uttarkhan,Atipara,Atipara,1302,
Dhaka,Uttarkhan,Balur Math,Uttarkhan,47,
Dhaka,Uttarkhan,Bhatuliya,Bhatuliya,1162,
Dhaka,Uttarkhan,Bhuiya Para,Uttarkhan,47,
Dhaka,Uttarkhan,Borobagh,Uttarkhan,47,
Dhaka,Uttarkhan,Chamurkhan,Uttarkhan,47,
Dhaka,Uttarkhan,Chanpara,Uttarkhan,47,
Dhaka,Uttarkhan,Dobadiya,Uttarkhan,47,
Dhaka,Uttarkhan,Faydabad,Dakshinkhan,48,
Dhaka,Uttarkhan,Fojir Batan Residential Area,Uttara,46,
Dhaka,Uttarkhan,Gazi Para,Uttara,46,
Dhaka,Uttarkhan,Helal Market,Helal Market,1310,
Dhaka,Uttarkhan,Kachkura,Kachkura,1309,
Dhaka,Uttarkhan,Kazibari,Uttara,46,
Dhaka,Uttarkhan,Kuripara,Uttarkhan,47,
Dhaka,Uttarkhan,Madarbari,Uttarkhan,47,
Dhaka,Uttarkhan,Masterpara,Masterpara,1314,
Dhaka,Uttarkhan,Mausaid,Uttara,46,
Dhaka,Uttarkhan,Mazar Chowrasta,Uttara,46,
Dhaka,Uttarkhan,Moddhopara,Uttara,46,
Dhaka,Uttarkhan,Moinartek,Moinartek,1301,
Dhaka,Uttarkhan,Motherbari,Uttarkhan,47,
Dhaka,Uttarkhan,Munda,Munda,1315,
Dhaka,Uttarkhan,Polartek,Uttarkhan,47,
Dhaka,Uttarkhan,Puranpara,Uttarkhan,47,
Dhaka,Uttarkhan,Taltola,Uttara,46,
Dhaka,Uttarkhan,Uzampur,Uttarkhan,47,
Dhaka,Uttarkhan,Ziabagh,Uttara,46,
Dhaka,Vatara,,Vatara,73,
Dhaka,Vatara,East Pidordia,Vatara,73,
Dhaka,Vatara,East Vatara,Vatara,73,
Dhaka,Vatara,Jagannathpur,Vatara,73,
Dhaka,Vatara,Khilbarirtek,Vatara,73,
Dhaka,Vatara,Khondokar Bari,Vatara,73,
Dhaka,Vatara,Natun Bazar,Vatara,73,
Dhaka,Vatara,Naya Bari,Vatara,73,
Dhaka,Vatara,Nayanagar,Vatara,73,
Dhaka,Vatara,Notun Bazar,Vatara,73,
Dhaka,Vatara,Nurarchala,Vatara,73,
Dhaka,Vatara,Nurerchala,Vatara,73,
Dhaka,Vatara,Satarkul,Vatara,73,
Dhaka,Vatara,Sayednagar,Vatara,73,
Dhaka,Vatara,Solmaid,Vatara,73,
Dhaka,Vatara,Vatara Moar,Vatara,73,
Dhaka,Vatara,West Vatara,Vatara,73,
Dhaka,Wari,,Wari,135,
Dhaka,Wari,Banagram,Wari,135,
Dhaka,Wari,Baniyanagar,Wari,135,
Dhaka,Wari,Dayaganj,Doyagonj,1253,
Dhaka,Wari,Dholaikhal,Dholaikhal,1252,
Dhaka,Wari,Gopibagh,Gopibag,403,
Dhaka,Wari,Hatkhola,Gopibag,403,
Dhaka,Wari,Jorpul Bazar,Wari,135,
Dhaka,Wari,Joykali Mondir,Wari,135,
Dhaka,Wari,Kaptan Bazar,Kaptan Bazar,128,
Dhaka,Wari,Murgipotti,Wari,135,
Dhaka,Wari,Mushundi,Wari,135,
Dhaka,Wari,Narinda,Narinda,136,
Dhaka,Wari,Robidhash Para,Wari,135,
